ID,is_lens,Einstein_area,numb_pix_lensed_image,flux_lensed_image_in_sigma
104737,0,1.57E-10,0,0
104738,0,1.63E-10,0,0
104739,1,1.70E-10,0,0
104740,0,4.57E-11,0,0
104741,1,2.57E-09,895,6567.77
104742,1,1.43E-09,142,445.521
104743,0,4.37E-11,0,0
104744,0,7.26E-10,0,0
104745,0,6.95E-12,0,0
104746,0,1.08E-09,0,0
104747,1,1.86E-11,38,51.0725
104748,1,4.56E-11,19,20.6083
104749,1,2.20E-11,183,1162.12
104750,0,7.09E-10,0,0
104751,1,1.02E-10,238,494.285
104752,0,3.95E-10,0,0
104753,0,2.13E-10,0,0
104754,0,8.64E-10,0,0
104755,0,1.27E-11,0,0
104756,0,2.23E-09,0,0
104757,1,5.26E-11,28,42.5995
104758,1,8.51E-12,42,92.5933
104759,0,1.37E-09,0,0
104760,1,1.37E-09,274,559.859
104761,1,9.20E-11,158,313.689
104762,1,6.91E-10,27,43.7014
104763,0,1.07E-11,0,0
104764,1,7.55E-11,653,2388.29
104765,0,7.10E-11,0,0
104766,0,6.23E-11,0,0
104767,0,6.16E-10,0,0
104768,0,6.90E-11,0,0
104769,0,1.74E-10,0,0
104770,0,4.16E-10,0,0
104771,0,1.51E-10,0,0
104772,0,2.07E-09,0,0
104773,1,8.75E-11,261,491.392
104774,0,6.58E-11,0,0
104775,1,3.07E-11,65,92.0933
104776,0,3.15E-11,0,0
104777,0,2.84E-10,0,0
104778,1,1.84E-09,21,35.1203
104779,1,1.81E-10,331,657.148
104780,0,2.69E-11,0,0
104781,0,1.64E-09,0,0
104782,0,2.26E-11,0,0
104783,1,9.47E-11,32,43.0945
104784,1,2.18E-11,4,4.13937
104785,0,1.05E-09,0,0
104786,0,7.04E-10,0,0
104787,0,2.38E-09,0,0
104788,0,3.36E-10,0,0
104789,0,9.86E-10,0,0
104790,0,4.81E-10,0,0
104791,0,8.37E-11,0,0
104792,1,2.62E-09,397,1165.78
104793,1,5.03E-11,238,682.808
104794,0,5.52E-10,0,0
104795,0,1.32E-10,0,0
104796,0,7.99E-12,0,0
104797,0,6.16E-10,0,0
104798,0,2.01E-10,0,0
104799,0,8.70E-10,0,0
104800,1,1.56E-09,1500,4063.17
104801,0,9.14E-10,0,0
104802,1,8.51E-12,90,141.821
104803,0,1.08E-09,0,0
104804,1,2.20E-11,144,622.266
104805,1,1.24E-10,182,290.61
104806,0,4.87E-11,0,0
104807,0,1.27E-11,0,0
104808,0,1.67E-11,0,0
104809,0,2.87E-09,0,0
104810,0,8.35E-11,0,0
104811,1,5.58E-10,262,425.142
104812,1,1.09E-10,202,492.573
104813,1,1.34E-10,89,117.66
104814,1,5.27E-10,983,7352.31
104815,0,6.62E-10,0,0
104816,1,6.53E-10,0,0
104817,1,5.27E-10,349,524.641
104818,0,3.08E-11,0,0
104819,0,7.92E-11,0,0
104820,1,1.97E-09,24,42.7465
104821,0,3.88E-10,0,0
104822,1,9.03E-12,83,296.414
104823,0,1.98E-11,0,0
104824,0,2.14E-09,0,0
104825,1,8.20E-11,329,2209.27
104826,0,3.19E-11,0,0
104827,1,2.57E-11,161,419.789
104828,0,1.07E-11,0,0
104829,0,2.08E-10,0,0
104830,1,1.17E-10,216,630.347
104831,0,4.26E-10,0,0
104832,0,1.44E-11,0,0
104833,0,1.38E-11,0,0
104834,0,2.03E-09,0,0
104835,0,1.40E-11,0,0
104836,0,9.68E-11,0,0
104837,1,1.07E-11,83,236.41
104838,1,2.04E-09,124,217.52
104839,0,1.34E-10,0,0
104840,0,2.21E-09,0,0
104841,0,4.34E-10,0,0
104842,1,1.48E-11,347,849.215
104843,1,3.20E-10,41,66.473
104844,0,3.60E-11,0,0
104845,1,4.12E-11,167,472.304
104846,0,1.62E-10,0,0
104847,0,1.16E-11,0,0
104848,1,7.77E-10,206,300.166
104849,1,6.85E-12,52,119.02
104850,0,1.96E-09,0,0
104851,1,1.08E-11,37,98.8899
104852,0,1.30E-09,0,0
104853,1,3.93E-10,43,56.6869
104854,1,3.75E-11,128,175.8
104855,1,2.22E-11,35,64.4372
104856,1,1.37E-09,29,44.5309
104857,0,1.55E-10,0,0
104858,0,6.35E-10,0,0
104859,1,1.22E-11,15,24.0427
104860,0,2.80E-09,0,0
104861,1,3.05E-11,81,117.954
104862,0,1.90E-09,0,0
104863,1,2.10E-09,23,33.1554
104864,1,1.20E-11,48,87.2162
104865,0,1.07E-09,0,0
104866,0,7.16E-10,0,0
104867,1,6.22E-11,129,250.598
104868,1,7.91E-10,1,1.03531
104869,0,1.60E-09,0,0
104870,0,1.74E-10,0,0
104871,0,1.99E-09,0,0
104872,1,2.74E-11,158,317.539
104873,0,2.62E-11,0,0
104874,0,8.63E-11,0,0
104875,0,3.16E-10,0,0
104876,1,1.23E-11,70,177.01
104877,0,1.57E-11,0,0
104878,1,1.92E-10,617,2263.08
104879,0,2.21E-11,0,0
104880,0,1.31E-11,0,0
104881,1,7.95E-11,14,15.017
104882,0,2.02E-09,0,0
104883,1,2.30E-11,76,202.744
104884,0,1.66E-11,0,0
104885,1,5.21E-11,243,668.496
104886,0,4.06E-11,0,0
104887,0,1.20E-11,0,0
104888,1,2.18E-11,179,784.408
104889,1,3.18E-11,17,22.6359
104890,0,2.11E-11,0,0
104891,1,2.17E-11,157,922.789
104892,0,1.87E-11,0,0
104893,0,1.45E-10,0,0
104894,1,2.23E-11,22,23.4354
104895,0,1.48E-09,0,0
104896,1,2.13E-11,186,687.421
104897,0,7.99E-10,0,0
104898,0,1.60E-10,0,0
104899,1,2.10E-09,69,134.07
104900,0,3.21E-11,0,0
104901,1,1.86E-09,20,24.0815
104902,0,3.25E-10,0,0
104903,0,8.84E-10,0,0
104904,0,9.66E-10,0,0
104905,0,2.64E-09,0,0
104906,0,1.12E-09,0,0
104907,1,1.83E-09,15,18.0439
104908,0,4.44E-11,0,0
104909,1,9.31E-10,0,0
104910,0,1.43E-11,0,0
104911,0,5.55E-10,0,0
104912,1,6.93E-11,93,143.657
104913,1,1.16E-10,286,830.57
104914,0,1.09E-09,0,0
104915,0,2.78E-11,0,0
104916,1,2.40E-09,119,389.421
104917,0,3.75E-10,0,0
104918,0,1.31E-10,0,0
104919,0,9.72E-10,0,0
104920,0,3.36E-10,0,0
104921,0,4.15E-11,0,0
104922,0,1.07E-09,0,0
104923,1,8.53E-10,54,132.611
104924,0,8.46E-10,0,0
104925,0,1.84E-09,0,0
104926,1,3.84E-11,185,1106.43
104927,0,2.34E-10,0,0
104928,1,4.99E-10,559,1406.57
104929,0,9.24E-10,0,0
104930,0,2.21E-09,0,0
104931,1,6.65E-11,686,3459.71
104932,1,9.44E-12,26,41.5601
104933,0,1.44E-09,0,0
104934,0,1.86E-09,0,0
104935,1,1.11E-10,177,356.189
104936,0,7.36E-11,0,0
104937,0,3.65E-11,0,0
104938,1,1.09E-10,66,172.04
104939,0,7.80E-10,0,0
104940,0,3.29E-11,0,0
104941,0,4.68E-10,0,0
104942,0,3.41E-10,0,0
104943,1,1.44E-09,0,0
104944,1,5.95E-11,222,1017.33
104945,0,1.64E-11,0,0
104946,0,2.32E-09,0,0
104947,0,2.29E-10,0,0
104948,1,4.67E-10,589,2299.49
104949,1,7.89E-12,182,705.302
104950,0,2.89E-09,0,0
104951,1,3.26E-11,127,314.154
104952,0,2.48E-11,0,0
104953,0,1.92E-11,0,0
104954,0,1.35E-11,0,0
104955,1,1.95E-10,499,2383.83
104956,0,7.26E-12,0,0
104957,0,2.38E-09,0,0
104958,0,1.49E-10,0,0
104959,0,2.51E-10,0,0
104960,1,1.93E-11,30,58.117
104961,0,1.30E-09,0,0
104962,1,3.37E-11,57,147.549
104963,1,2.01E-09,222,390.675
104964,0,2.84E-11,0,0
104965,0,6.57E-11,0,0
104966,0,3.70E-11,0,0
104967,1,2.38E-11,521,1511.68
104968,0,7.06E-12,0,0
104969,0,1.11E-11,0,0
104970,1,3.01E-10,0,0
104971,0,2.15E-10,0,0
104972,0,4.63E-10,0,0
104973,1,1.76E-09,83,116.415
104974,1,1.08E-09,0,0
104975,0,1.01E-11,0,0
104976,0,2.16E-11,0,0
104977,1,1.49E-11,220,1518.05
104978,1,4.18E-11,153,395.973
104979,0,8.92E-12,0,0
104980,0,2.00E-09,0,0
104981,0,2.84E-10,0,0
104982,1,7.78E-12,74,268.268
104983,1,3.40E-11,240,1894.9
104984,0,6.41E-11,0,0
104985,1,1.62E-10,319,1199.27
104986,0,1.07E-11,0,0
104987,1,1.08E-10,200,373.601
104988,1,6.45E-11,54,88.9852
104989,1,1.19E-11,31,38.0379
104990,0,6.95E-12,0,0
104991,1,1.99E-09,36,69.3304
104992,1,2.97E-11,21,28.494
104993,0,2.50E-10,0,0
104994,1,2.74E-11,154,385.538
104995,1,2.67E-11,287,761.318
104996,1,3.47E-11,145,466.435
104997,0,7.09E-11,0,0
104998,0,2.41E-11,0,0
104999,1,2.14E-09,33,55.809
105000,1,1.09E-10,276,859.121
105001,1,3.35E-10,35,71.839
105002,0,2.04E-09,0,0
105003,1,2.49E-09,881,2186.52
105004,1,1.42E-09,55,77.9031
105005,0,5.85E-10,0,0
105006,0,3.24E-10,0,0
105007,0,1.18E-11,0,0
105008,0,9.71E-10,0,0
105009,1,3.36E-10,324,550.967
105010,1,2.64E-10,0,0
105011,1,6.85E-12,106,311.789
105012,1,2.97E-11,82,161.035
105013,0,1.78E-10,0,0
105014,0,1.20E-09,0,0
105015,0,2.37E-10,0,0
105016,1,4.87E-10,1541,10075.6
105017,0,2.25E-10,0,0
105018,0,2.60E-10,0,0
105019,0,8.92E-12,0,0
105020,0,2.03E-11,0,0
105021,1,1.11E-10,169,217.25
105022,0,1.43E-10,0,0
105023,0,2.80E-09,0,0
105024,0,1.19E-11,0,0
105025,0,6.17E-10,0,0
105026,0,2.47E-09,0,0
105027,0,6.33E-10,0,0
105028,0,7.99E-12,0,0
105029,0,8.09E-12,0,0
105030,1,7.99E-11,204,426.082
105031,0,3.85E-11,0,0
105032,0,2.71E-11,0,0
105033,0,2.23E-09,0,0
105034,1,1.84E-09,105,148.405
105035,1,1.05E-09,2068,13579.8
105036,0,4.86E-11,0,0
105037,0,6.95E-12,0,0
105038,1,1.72E-10,454,757.376
105039,0,1.03E-11,0,0
105040,1,2.16E-09,42,65.8428
105041,0,4.39E-11,0,0
105042,0,7.99E-12,0,0
105043,0,1.02E-09,0,0
105044,0,7.17E-10,0,0
105045,0,1.55E-10,0,0
105046,1,2.39E-11,636,3230.66
105047,1,4.59E-10,126,321.54
105048,0,1.44E-11,0,0
105049,1,1.37E-09,159,380.51
105050,1,9.34E-12,37,49.5105
105051,0,2.05E-09,0,0
105052,0,3.49E-10,0,0
105053,0,9.99E-10,0,0
105054,0,1.86E-11,0,0
105055,1,1.08E-09,2797,23279.1
105056,0,1.20E-10,0,0
105057,1,1.69E-10,287,605.812
105058,1,1.80E-11,59,110.324
105059,1,1.14E-10,335,896.064
105060,0,7.72E-11,0,0
105061,1,2.13E-09,616,2018.91
105062,1,3.28E-11,24,28.4772
105063,0,1.14E-11,0,0
105064,1,8.92E-12,44,74.2001
105065,1,1.40E-11,84,183.784
105066,0,7.09E-11,0,0
105067,1,3.57E-11,135,340.8
105068,0,1.06E-11,0,0
105069,0,1.23E-09,0,0
105070,0,2.47E-10,0,0
105071,1,7.52E-11,183,307.784
105072,1,1.04E-11,8,9.38274
105073,0,4.11E-11,0,0
105074,0,3.70E-11,0,0
105075,0,1.36E-09,0,0
105076,0,1.28E-09,0,0
105077,0,1.41E-11,0,0
105078,0,2.33E-10,0,0
105079,0,1.33E-10,0,0
105080,0,8.77E-11,0,0
105081,0,5.75E-11,0,0
105082,0,7.26E-12,0,0
105083,0,1.12E-10,0,0
105084,1,9.42E-10,126,236.283
105085,0,1.18E-11,0,0
105086,1,3.86E-11,124,221.633
105087,0,6.20E-10,0,0
105088,1,3.18E-11,156,716.091
105089,0,6.29E-11,0,0
105090,1,9.60E-10,24,39.4056
105091,1,6.19E-10,27,32.748
105092,0,9.35E-11,0,0
105093,1,2.27E-10,0,0
105094,0,3.96E-11,0,0
105095,1,5.39E-11,0,0
105096,0,6.29E-11,0,0
105097,1,3.59E-10,33,66.5388
105098,0,1.67E-11,0,0
105099,1,7.68E-12,27,33.2992
105100,0,1.84E-09,0,0
105101,1,1.83E-10,289,529.779
105102,0,4.27E-10,0,0
105103,1,6.16E-11,181,389.384
105104,0,2.36E-11,0,0
105105,1,1.70E-11,63,86.951
105106,0,8.53E-11,0,0
105107,0,6.42E-10,0,0
105108,0,7.08E-10,0,0
105109,0,2.37E-11,0,0
105110,0,4.71E-11,0,0
105111,1,3.55E-11,316,2086.52
105112,1,1.58E-11,87,161.923
105113,0,1.30E-10,0,0
105114,0,1.42E-11,0,0
105115,1,9.37E-10,10,14.8877
105116,0,7.56E-10,0,0
105117,0,8.20E-12,0,0
105118,0,8.35E-10,0,0
105119,1,4.20E-11,245,514.728
105120,0,3.07E-11,0,0
105121,1,2.13E-11,92,170.158
105122,0,9.96E-12,0,0
105123,0,4.24E-10,0,0
105124,1,3.09E-11,92,130.256
105125,0,1.72E-11,0,0
105126,1,2.29E-09,433,779.171
105127,1,2.99E-10,316,648.63
105128,0,6.36E-11,0,0
105129,0,8.27E-10,0,0
105130,0,2.76E-10,0,0
105131,0,8.53E-10,0,0
105132,1,2.24E-10,0,0
105133,1,9.65E-12,46,66.4357
105134,0,9.72E-10,0,0
105135,1,1.50E-10,17,20.0669
105136,0,1.30E-11,0,0
105137,0,6.85E-12,0,0
105138,1,1.74E-11,127,530.636
105139,1,2.03E-09,363,1027.79
105140,1,1.08E-11,111,246.419
105141,0,1.30E-10,0,0
105142,1,2.41E-09,216,580.183
105143,1,8.53E-10,33,40.6541
105144,0,6.10E-10,0,0
105145,1,9.70E-10,0,0
105146,1,1.09E-10,40,79.9254
105147,0,2.00E-10,0,0
105148,1,3.01E-10,38,89.5512
105149,1,2.90E-10,0,0
105150,1,3.86E-10,6,7.01662
105151,0,1.62E-10,0,0
105152,1,1.23E-09,99,181.911
105153,0,1.19E-11,0,0
105154,0,4.90E-11,0,0
105155,0,1.68E-11,0,0
105156,0,1.11E-09,0,0
105157,1,2.84E-10,27,34.2663
105158,1,3.55E-11,228,937.1
105159,0,1.58E-11,0,0
105160,0,1.95E-10,0,0
105161,0,1.99E-11,0,0
105162,0,2.44E-11,0,0
105163,0,1.46E-09,0,0
105164,1,1.16E-10,325,898.751
105165,1,1.06E-10,279,934.428
105166,0,2.66E-10,0,0
105167,1,2.22E-11,196,909.642
105168,0,1.42E-11,0,0
105169,1,2.03E-09,822,1925.6
105170,0,1.30E-10,0,0
105171,1,1.67E-11,140,762.106
105172,0,2.38E-11,0,0
105173,1,1.32E-10,0,0
105174,0,2.23E-09,0,0
105175,0,1.21E-09,0,0
105176,1,4.17E-11,156,467.792
105177,0,3.59E-11,0,0
105178,0,5.97E-10,0,0
105179,0,7.27E-11,0,0
105180,1,6.98E-10,89,216.503
105181,0,2.81E-11,0,0
105182,0,5.10E-11,0,0
105183,0,1.27E-11,0,0
105184,1,2.53E-11,0,0
105185,0,8.53E-10,0,0
105186,0,1.09E-09,0,0
105187,1,2.05E-11,145,303.592
105188,1,7.32E-10,17,24.4179
105189,1,2.19E-11,140,508.85
105190,1,1.34E-09,62,85.9725
105191,0,7.89E-12,0,0
105192,0,1.48E-11,0,0
105193,1,8.30E-12,89,614.195
105194,1,7.75E-11,377,2078.47
105195,1,3.07E-11,145,284.869
105196,0,7.80E-10,0,0
105197,0,6.82E-10,0,0
105198,1,1.93E-11,112,346.897
105199,1,1.94E-11,81,188.734
105200,0,6.28E-10,0,0
105201,0,1.25E-10,0,0
105202,0,1.89E-09,0,0
105203,1,1.94E-11,76,165.043
105204,0,3.02E-10,0,0
105205,1,6.44E-10,130,229.225
105206,0,4.04E-10,0,0
105207,1,9.05E-11,0,0
105208,0,2.15E-09,0,0
105209,0,1.09E-10,0,0
105210,0,2.42E-10,0,0
105211,1,4.69E-10,18,23.0389
105212,0,1.17E-11,0,0
105213,1,4.46E-11,9,9.60714
105214,0,3.33E-10,0,0
105215,0,2.41E-11,0,0
105216,0,1.25E-11,0,0
105217,0,1.30E-10,0,0
105218,0,4.67E-11,0,0
105219,0,4.35E-10,0,0
105220,0,8.74E-10,0,0
105221,0,1.82E-10,0,0
105222,1,9.98E-10,42,66.6789
105223,1,1.97E-11,153,429.137
105224,0,2.73E-10,0,0
105225,0,1.83E-09,0,0
105226,1,2.48E-11,39,41.8929
105227,1,1.48E-11,109,330.734
105228,1,4.95E-11,68,90.8527
105229,1,2.44E-11,62,159.297
105230,0,8.61E-11,0,0
105231,1,8.28E-10,46,68.088
105232,0,1.01E-10,0,0
105233,1,7.92E-11,1,1.04673
105234,0,2.48E-11,0,0
105235,1,6.96E-11,151,248.289
105236,0,9.34E-12,0,0
105237,0,6.18E-11,0,0
105238,1,1.88E-09,0,0
105239,1,4.60E-11,272,1033.8
105240,1,1.21E-10,36,89.6817
105241,0,8.55E-11,0,0
105242,0,2.42E-10,0,0
105243,1,1.80E-11,169,710.83
105244,1,7.16E-12,43,57.121
105245,1,3.70E-10,15,18.4595
105246,0,7.58E-12,0,0
105247,0,2.03E-10,0,0
105248,0,1.77E-11,0,0
105249,0,8.79E-11,0,0
105250,1,2.03E-11,131,383.471
105251,1,6.05E-11,72,108.055
105252,0,6.95E-10,0,0
105253,0,1.18E-10,0,0
105254,1,1.65E-09,102,150.385
105255,1,6.62E-10,11,14.3419
105256,0,1.50E-10,0,0
105257,1,1.17E-10,34,38.9706
105258,0,5.38E-11,0,0
105259,1,7.99E-12,60,150.218
105260,0,1.04E-10,0,0
105261,0,1.62E-10,0,0
105262,0,1.68E-11,0,0
105263,0,1.57E-11,0,0
105264,0,1.09E-09,0,0
105265,0,1.72E-10,0,0
105266,1,9.75E-12,64,106.218
105267,0,1.09E-09,0,0
105268,1,2.51E-10,90,199.748
105269,0,2.75E-10,0,0
105270,1,1.50E-11,64,167.493
105271,0,1.24E-10,0,0
105272,1,1.34E-11,74,127.538
105273,1,1.31E-10,140,195.694
105274,0,3.85E-10,0,0
105275,0,7.46E-10,0,0
105276,0,7.98E-11,0,0
105277,0,2.32E-09,0,0
105278,0,1.29E-11,0,0
105279,0,1.12E-10,0,0
105280,0,2.01E-11,0,0
105281,0,9.66E-11,0,0
105282,0,8.69E-10,0,0
105283,0,2.48E-09,0,0
105284,0,1.80E-10,0,0
105285,1,7.82E-10,75,126.588
105286,1,1.11E-10,257,596.559
105287,0,1.35E-11,0,0
105288,0,5.56E-10,0,0
105289,0,1.96E-11,0,0
105290,0,8.30E-12,0,0
105291,1,7.64E-10,91,176.776
105292,0,4.60E-10,0,0
105293,1,4.61E-10,545,1930.25
105294,0,7.74E-11,0,0
105295,1,6.67E-11,63,187.249
105296,1,9.11E-10,469,868.76
105297,1,3.68E-11,146,418.24
105298,1,4.23E-10,37,39.07
105299,0,1.05E-09,0,0
105300,0,1.21E-09,0,0
105301,0,1.77E-11,0,0
105302,1,1.31E-10,194,834.558
105303,0,2.58E-11,0,0
105304,1,1.63E-11,81,164.703
105305,0,2.81E-11,0,0
105306,1,1.03E-11,68,117.28
105307,1,7.04E-11,40,100.549
105308,0,2.03E-09,0,0
105309,0,1.87E-09,0,0
105310,1,2.26E-10,467,1761.79
105311,0,1.79E-10,0,0
105312,1,6.22E-11,186,649.459
105313,0,1.53E-10,0,0
105314,0,1.84E-09,0,0
105315,1,1.75E-11,139,580.382
105316,1,6.16E-11,0,0
105317,1,3.36E-10,30,76.0949
105318,1,1.20E-11,0,0
105319,0,1.17E-11,0,0
105320,0,1.52E-10,0,0
105321,1,1.91E-09,95,144.439
105322,1,2.26E-09,185,439.181
105323,0,8.17E-10,0,0
105324,0,1.20E-11,0,0
105325,0,1.37E-10,0,0
105326,1,1.84E-09,0,0
105327,0,2.47E-10,0,0
105328,0,2.60E-10,0,0
105329,0,2.25E-10,0,0
105330,1,7.99E-12,96,433.554
105331,1,2.81E-11,88,181.514
105332,1,1.00E-10,112,165.345
105333,0,5.26E-10,0,0
105334,1,7.68E-12,39,50.5195
105335,0,8.17E-10,0,0
105336,0,4.61E-11,0,0
105337,0,6.42E-10,0,0
105338,0,2.13E-11,0,0
105339,0,8.90E-10,0,0
105340,0,1.47E-10,0,0
105341,1,1.34E-10,176,384.282
105342,1,2.90E-11,117,273.306
105343,1,1.10E-11,53,96.0854
105344,1,3.01E-10,469,1851.02
105345,0,2.76E-10,0,0
105346,0,1.86E-09,0,0
105347,0,1.46E-09,0,0
105348,1,1.86E-09,93,158.339
105349,1,2.93E-10,161,193.928
105350,0,2.10E-09,0,0
105351,0,3.44E-10,0,0
105352,1,3.27E-11,213,1647.45
105353,0,2.23E-10,0,0
105354,0,3.14E-11,0,0
105355,1,3.54E-11,116,290.861
105356,0,1.15E-09,0,0
105357,1,1.27E-11,46,55.3908
105358,0,3.83E-11,0,0
105359,0,2.80E-11,0,0
105360,0,2.28E-09,0,0
105361,1,9.21E-10,80,175.407
105362,1,3.11E-10,46,126.432
105363,0,8.53E-10,0,0
105364,0,1.62E-10,0,0
105365,0,1.12E-11,0,0
105366,0,3.84E-11,0,0
105367,1,1.25E-11,100,244.174
105368,0,1.15E-09,0,0
105369,0,3.92E-10,0,0
105370,1,2.35E-10,61,80.1479
105371,0,1.94E-11,0,0
105372,0,1.03E-09,0,0
105373,1,1.61E-10,429,1662.26
105374,1,2.30E-09,1364,3994.02
105375,1,2.43E-09,237,531.954
105376,0,2.37E-09,0,0
105377,0,7.26E-11,0,0
105378,1,3.41E-11,46,56.1427
105379,0,5.97E-10,0,0
105380,0,2.03E-09,0,0
105381,0,1.75E-10,0,0
105382,0,6.16E-10,0,0
105383,0,2.43E-09,0,0
105384,0,1.57E-11,0,0
105385,1,1.20E-11,70,170.347
105386,1,2.17E-09,284,764.412
105387,0,3.98E-11,0,0
105388,0,7.07E-10,0,0
105389,0,1.15E-09,0,0
105390,1,1.87E-11,116,414.642
105391,0,1.05E-09,0,0
105392,1,1.31E-09,32,36.1452
105393,0,8.36E-10,0,0
105394,1,3.04E-11,197,986.32
105395,0,3.21E-10,0,0
105396,0,1.72E-11,0,0
105397,1,3.36E-11,118,251.381
105398,0,1.20E-10,0,0
105399,0,2.74E-11,0,0
105400,1,2.25E-10,48,70.4581
105401,1,8.41E-12,74,145.021
105402,0,1.74E-11,0,0
105403,1,5.42E-10,688,2081.95
105404,1,9.24E-12,170,666.732
105405,0,8.53E-11,0,0
105406,0,2.79E-11,0,0
105407,0,1.79E-10,0,0
105408,1,1.09E-11,59,108.663
105409,0,1.09E-09,0,0
105410,0,1.18E-11,0,0
105411,0,1.67E-09,0,0
105412,0,2.86E-09,0,0
105413,0,6.25E-11,0,0
105414,1,1.03E-11,0,0
105415,1,1.22E-11,37,46.4224
105416,1,1.01E-10,175,427.936
105417,1,2.29E-11,58,138.432
105418,1,7.41E-10,322,444.356
105419,0,1.39E-10,0,0
105420,0,1.55E-10,0,0
105421,0,3.08E-11,0,0
105422,0,6.55E-10,0,0
105423,0,2.17E-11,0,0
105424,0,2.51E-10,0,0
105425,0,9.35E-10,0,0
105426,0,4.04E-10,0,0
105427,1,7.25E-10,4,4.29972
105428,0,8.84E-11,0,0
105429,0,2.86E-09,0,0
105430,0,9.75E-11,0,0
105431,0,4.00E-11,0,0
105432,0,5.07E-11,0,0
105433,0,1.35E-10,0,0
105434,0,6.83E-10,0,0
105435,1,1.11E-09,533,1646.67
105436,0,6.43E-10,0,0
105437,1,9.06E-11,24,30.5674
105438,0,9.44E-11,0,0
105439,0,7.33E-11,0,0
105440,0,8.72E-12,0,0
105441,1,4.95E-11,102,149.684
105442,1,4.06E-11,58,95.197
105443,0,9.70E-10,0,0
105444,1,1.43E-11,162,500.111
105445,0,4.86E-11,0,0
105446,0,2.65E-11,0,0
105447,0,1.94E-09,0,0
105448,1,3.47E-11,172,733.567
105449,1,1.52E-11,169,632.614
105450,1,1.99E-09,19,25.5224
105451,0,3.13E-10,0,0
105452,0,8.22E-10,0,0
105453,1,9.82E-11,261,680.619
105454,1,1.52E-10,292,934.352
105455,0,2.08E-09,0,0
105456,0,2.07E-10,0,0
105457,0,4.02E-10,0,0
105458,0,2.57E-10,0,0
105459,0,2.59E-10,0,0
105460,0,7.70E-11,0,0
105461,0,1.72E-09,0,0
105462,0,7.47E-12,0,0
105463,1,2.03E-09,143,183.652
105464,0,2.19E-09,0,0
105465,0,4.96E-11,0,0
105466,0,5.35E-11,0,0
105467,0,1.88E-11,0,0
105468,1,1.28E-10,55,142.886
105469,1,1.81E-10,456,980.957
105470,0,6.23E-10,0,0
105471,0,2.10E-09,0,0
105472,0,9.97E-10,0,0
105473,0,1.39E-09,0,0
105474,0,1.05E-09,0,0
105475,0,1.80E-10,0,0
105476,0,5.65E-11,0,0
105477,0,2.06E-10,0,0
105478,1,8.36E-10,20,32.2997
105479,0,1.26E-10,0,0
105480,0,5.32E-11,0,0
105481,1,8.03E-11,109,153.283
105482,0,9.44E-12,0,0
105483,0,1.87E-10,0,0
105484,1,9.32E-11,32,37.5817
105485,1,3.26E-11,209,544.041
105486,1,8.64E-11,215,492.83
105487,0,1.06E-09,0,0
105488,0,7.04E-11,0,0
105489,0,3.33E-10,0,0
105490,0,1.08E-10,0,0
105491,1,7.58E-12,14,16.1609
105492,1,1.69E-11,165,940.082
105493,1,8.09E-12,33,43.3203
105494,0,7.43E-11,0,0
105495,1,1.62E-09,49,70.4073
105496,1,1.55E-11,121,359.067
105497,1,3.14E-11,136,476.708
105498,1,5.53E-10,4,4.13
105499,1,6.16E-11,0,0
105500,0,3.04E-11,0,0
105501,0,1.15E-10,0,0
105502,1,1.13E-10,107,192.369
105503,0,4.93E-10,0,0
105504,0,1.35E-09,0,0
105505,0,9.42E-11,0,0
105506,0,2.04E-10,0,0
105507,0,2.03E-11,0,0
105508,0,2.05E-09,0,0
105509,1,1.05E-09,3,3.08487
105510,0,9.85E-10,0,0
105511,0,1.32E-11,0,0
105512,1,1.20E-10,0,0
105513,0,4.78E-11,0,0
105514,0,2.96E-11,0,0
105515,0,1.84E-09,0,0
105516,0,7.43E-10,0,0
105517,0,2.26E-10,0,0
105518,1,8.61E-12,68,133.705
105519,0,1.87E-10,0,0
105520,0,1.56E-10,0,0
105521,1,1.65E-10,0,0
105522,1,8.74E-10,482,875.223
105523,0,4.50E-11,0,0
105524,0,2.11E-11,0,0
105525,0,2.00E-09,0,0
105526,1,5.85E-10,238,522.639
105527,0,7.52E-11,0,0
105528,0,2.40E-11,0,0
105529,1,1.17E-10,0,0
105530,1,7.33E-11,172,227.51
105531,0,9.23E-10,0,0
105532,1,8.41E-11,182,272.48
105533,1,7.99E-12,396,4666.12
105534,0,7.52E-11,0,0
105535,0,1.23E-10,0,0
105536,1,1.12E-11,8,9.1941
105537,1,7.02E-10,72,108.597
105538,0,1.57E-11,0,0
105539,0,2.57E-11,0,0
105540,1,1.62E-09,5,5.37033
105541,1,2.37E-09,1228,2273.13
105542,1,2.46E-09,361,997.825
105543,1,2.86E-11,118,186.343
105544,0,2.60E-11,0,0
105545,0,4.22E-10,0,0
105546,0,4.13E-11,0,0
105547,0,2.71E-10,0,0
105548,0,9.58E-11,0,0
105549,0,9.86E-12,0,0
105550,1,1.82E-10,343,666.113
105551,1,4.18E-11,127,217.566
105552,0,1.05E-09,0,0
105553,1,1.70E-11,106,260.727
105554,1,9.63E-11,145,179.34
105555,0,5.42E-11,0,0
105556,1,2.39E-10,1005,10153.8
105557,1,7.06E-12,0,0
105558,0,4.70E-10,0,0
105559,1,6.29E-11,172,341.713
105560,1,2.68E-11,59,69.9053
105561,0,2.43E-09,0,0
105562,1,2.66E-11,542,4803.18
